Age Group,Download Date,Funnel,Platform,Users
35-44,22/02/2021,Ride completed,ios,7
35-44,10/03/2021,Ride completed,ios,7
35-44,25/04/2021,Ride completed,ios,7
35-44,16/05/2021,Ride completed,ios,7
35-44,17/08/2021,Ride completed,ios,7
35-44,29/09/2021,Ride completed,ios,7
35-44,10/10/2021,Ride completed,ios,7
35-44,07/11/2021,Ride completed,ios,7
35-44,20/11/2021,Ride completed,ios,7
35-44,25/11/2021,Ride completed,ios,7
35-44,21/12/2021,Ride completed,ios,7
35-44,15/04/2021,Ride completed,ios,8
35-44,30/05/2021,Ride completed,ios,8
35-44,23/07/2021,Ride completed,ios,8
35-44,06/01/2021,Ride paid,ios,1
35-44,10/01/2021,Ride paid,ios,1
35-44,14/01/2021,Ride paid,ios,1
35-44,21/01/2021,Ride paid,ios,1
35-44,22/01/2021,Ride paid,ios,1
35-44,24/01/2021,Ride paid,ios,1
35-44,31/01/2021,Ride paid,ios,1
35-44,03/02/2021,Ride paid,ios,1
35-44,13/02/2021,Ride paid,ios,1
35-44,14/02/2021,Ride paid,ios,1
35-44,18/02/2021,Ride paid,ios,1
35-44,26/02/2021,Ride paid,ios,1
35-44,01/03/2021,Ride paid,ios,1
35-44,05/03/2021,Ride paid,ios,1
35-44,07/03/2021,Ride paid,ios,1
35-44,08/03/2021,Ride paid,ios,1
35-44,15/03/2021,Ride paid,ios,1
35-44,19/03/2021,Ride paid,ios,1
35-44,21/03/2021,Ride paid,ios,1
35-44,23/03/2021,Ride paid,ios,1
35-44,24/03/2021,Ride paid,ios,1
35-44,04/04/2021,Ride paid,ios,1
35-44,29/04/2021,Ride paid,ios,1
35-44,02/05/2021,Ride paid,ios,1
35-44,05/05/2021,Ride paid,ios,1
35-44,08/05/2021,Ride paid,ios,1
35-44,09/05/2021,Ride paid,ios,1
35-44,12/05/2021,Ride paid,ios,1
35-44,14/05/2021,Ride paid,ios,1
35-44,20/05/2021,Ride paid,ios,1
35-44,05/06/2021,Ride paid,ios,1
35-44,15/06/2021,Ride paid,ios,1
35-44,18/06/2021,Ride paid,ios,1
35-44,22/06/2021,Ride paid,ios,1
35-44,23/06/2021,Ride paid,ios,1
35-44,27/06/2021,Ride paid,ios,1
35-44,05/07/2021,Ride paid,ios,1
35-44,20/07/2021,Ride paid,ios,1
35-44,25/07/2021,Ride paid,ios,1
35-44,28/07/2021,Ride paid,ios,1
35-44,19/08/2021,Ride paid,ios,1
35-44,20/08/2021,Ride paid,ios,1
35-44,23/08/2021,Ride paid,ios,1
35-44,07/09/2021,Ride paid,ios,1
35-44,12/09/2021,Ride paid,ios,1
35-44,19/09/2021,Ride paid,ios,1
35-44,23/09/2021,Ride paid,ios,1
35-44,02/10/2021,Ride paid,ios,1
35-44,06/10/2021,Ride paid,ios,1
35-44,17/10/2021,Ride paid,ios,1
35-44,30/10/2021,Ride paid,ios,1
35-44,06/11/2021,Ride paid,ios,1
35-44,11/11/2021,Ride paid,ios,1
35-44,29/11/2021,Ride paid,ios,1
35-44,01/12/2021,Ride paid,ios,1
35-44,05/12/2021,Ride paid,ios,1
35-44,16/12/2021,Ride paid,ios,1
35-44,18/12/2021,Ride paid,ios,1
35-44,28/12/2021,Ride paid,ios,1
35-44,05/01/2021,Ride paid,ios,2
35-44,09/01/2021,Ride paid,ios,2
35-44,17/01/2021,Ride paid,ios,2
35-44,19/01/2021,Ride paid,ios,2
35-44,23/01/2021,Ride paid,ios,2
35-44,26/01/2021,Ride paid,ios,2
35-44,29/01/2021,Ride paid,ios,2
35-44,30/01/2021,Ride paid,ios,2
35-44,01/02/2021,Ride paid,ios,2
35-44,02/02/2021,Ride paid,ios,2
35-44,12/02/2021,Ride paid,ios,2
35-44,21/02/2021,Ride paid,ios,2
35-44,28/02/2021,Ride paid,ios,2
35-44,04/03/2021,Ride paid,ios,2
35-44,11/03/2021,Ride paid,ios,2
35-44,13/03/2021,Ride paid,ios,2
35-44,16/03/2021,Ride paid,ios,2
35-44,22/03/2021,Ride paid,ios,2
35-44,27/03/2021,Ride paid,ios,2
35-44,30/03/2021,Ride paid,ios,2
35-44,02/04/2021,Ride paid,ios,2
35-44,05/04/2021,Ride paid,ios,2
35-44,08/04/2021,Ride paid,ios,2
35-44,10/04/2021,Ride paid,ios,2
35-44,14/04/2021,Ride paid,ios,2
35-44,19/04/2021,Ride paid,ios,2
35-44,26/04/2021,Ride paid,ios,2
35-44,27/04/2021,Ride paid,ios,2
35-44,28/04/2021,Ride paid,ios,2
35-44,30/04/2021,Ride paid,ios,2
35-44,10/05/2021,Ride paid,ios,2
35-44,11/05/2021,Ride paid,ios,2
35-44,13/05/2021,Ride paid,ios,2
35-44,15/05/2021,Ride paid,ios,2
35-44,17/05/2021,Ride paid,ios,2
35-44,18/05/2021,Ride paid,ios,2
35-44,23/05/2021,Ride paid,ios,2
35-44,27/05/2021,Ride paid,ios,2
35-44,28/05/2021,Ride paid,ios,2
35-44,29/05/2021,Ride paid,ios,2
35-44,09/06/2021,Ride paid,ios,2
35-44,10/06/2021,Ride paid,ios,2
35-44,28/06/2021,Ride paid,ios,2
35-44,01/07/2021,Ride paid,ios,2
35-44,03/07/2021,Ride paid,ios,2
35-44,06/07/2021,Ride paid,ios,2
35-44,08/07/2021,Ride paid,ios,2
35-44,13/07/2021,Ride paid,ios,2
35-44,04/08/2021,Ride paid,ios,2
35-44,08/08/2021,Ride paid,ios,2
35-44,08/09/2021,Ride paid,ios,2
35-44,16/09/2021,Ride paid,ios,2
35-44,24/09/2021,Ride paid,ios,2
35-44,07/10/2021,Ride paid,ios,2
35-44,13/10/2021,Ride paid,ios,2
35-44,15/10/2021,Ride paid,ios,2
35-44,16/10/2021,Ride paid,ios,2
35-44,19/10/2021,Ride paid,ios,2
35-44,20/10/2021,Ride paid,ios,2
35-44,22/10/2021,Ride paid,ios,2
35-44,26/10/2021,Ride paid,ios,2
35-44,27/10/2021,Ride paid,ios,2
35-44,02/11/2021,Ride paid,ios,2
35-44,08/11/2021,Ride paid,ios,2
35-44,18/11/2021,Ride paid,ios,2
35-44,19/11/2021,Ride paid,ios,2
35-44,21/11/2021,Ride paid,ios,2
35-44,22/11/2021,Ride paid,ios,2
35-44,24/11/2021,Ride paid,ios,2
35-44,07/12/2021,Ride paid,ios,2
35-44,08/12/2021,Ride paid,ios,2
35-44,09/12/2021,Ride paid,ios,2
35-44,10/12/2021,Ride paid,ios,2
35-44,12/12/2021,Ride paid,ios,2
35-44,13/12/2021,Ride paid,ios,2
35-44,24/12/2021,Ride paid,ios,2
35-44,02/01/2021,Ride paid,ios,3
35-44,16/01/2021,Ride paid,ios,3
35-44,18/01/2021,Ride paid,ios,3
35-44,07/02/2021,Ride paid,ios,3
35-44,10/02/2021,Ride paid,ios,3
35-44,17/02/2021,Ride paid,ios,3
35-44,19/02/2021,Ride paid,ios,3
35-44,20/02/2021,Ride paid,ios,3
35-44,24/02/2021,Ride paid,ios,3
35-44,02/03/2021,Ride paid,ios,3
35-44,09/03/2021,Ride paid,ios,3
35-44,17/03/2021,Ride paid,ios,3
35-44,18/03/2021,Ride paid,ios,3
35-44,26/03/2021,Ride paid,ios,3
35-44,28/03/2021,Ride paid,ios,3
35-44,03/04/2021,Ride paid,ios,3
35-44,07/04/2021,Ride paid,ios,3
35-44,11/04/2021,Ride paid,ios,3
35-44,18/04/2021,Ride paid,ios,3
35-44,20/04/2021,Ride paid,ios,3
35-44,22/04/2021,Ride paid,ios,3
35-44,04/05/2021,Ride paid,ios,3
35-44,06/05/2021,Ride paid,ios,3
35-44,07/05/2021,Ride paid,ios,3
35-44,22/05/2021,Ride paid,ios,3
35-44,24/05/2021,Ride paid,ios,3
35-44,26/05/2021,Ride paid,ios,3
35-44,31/05/2021,Ride paid,ios,3
35-44,01/06/2021,Ride paid,ios,3
35-44,02/06/2021,Ride paid,ios,3
35-44,07/06/2021,Ride paid,ios,3
35-44,08/06/2021,Ride paid,ios,3
35-44,16/06/2021,Ride paid,ios,3
35-44,29/06/2021,Ride paid,ios,3
35-44,09/07/2021,Ride paid,ios,3
35-44,11/07/2021,Ride paid,ios,3
35-44,19/07/2021,Ride paid,ios,3
35-44,24/07/2021,Ride paid,ios,3
35-44,26/07/2021,Ride paid,ios,3
35-44,30/07/2021,Ride paid,ios,3
35-44,01/08/2021,Ride paid,ios,3
35-44,02/08/2021,Ride paid,ios,3
35-44,05/08/2021,Ride paid,ios,3
35-44,07/08/2021,Ride paid,ios,3
35-44,11/08/2021,Ride paid,ios,3
35-44,14/08/2021,Ride paid,ios,3
35-44,18/08/2021,Ride paid,ios,3
35-44,24/08/2021,Ride paid,ios,3
35-44,25/08/2021,Ride paid,ios,3
35-44,01/09/2021,Ride paid,ios,3
35-44,03/09/2021,Ride paid,ios,3
35-44,11/09/2021,Ride paid,ios,3
35-44,15/09/2021,Ride paid,ios,3
35-44,21/09/2021,Ride paid,ios,3
35-44,01/10/2021,Ride paid,ios,3
35-44,03/10/2021,Ride paid,ios,3
35-44,14/10/2021,Ride paid,ios,3
35-44,21/10/2021,Ride paid,ios,3
35-44,23/10/2021,Ride paid,ios,3
35-44,31/10/2021,Ride paid,ios,3
35-44,10/11/2021,Ride paid,ios,3
35-44,13/11/2021,Ride paid,ios,3
35-44,14/11/2021,Ride paid,ios,3
35-44,04/12/2021,Ride paid,ios,3
35-44,11/12/2021,Ride paid,ios,3
35-44,15/12/2021,Ride paid,ios,3
35-44,26/12/2021,Ride paid,ios,3
35-44,27/12/2021,Ride paid,ios,3
35-44,04/01/2021,Ride paid,ios,4
35-44,07/01/2021,Ride paid,ios,4
35-44,12/01/2021,Ride paid,ios,4
35-44,13/01/2021,Ride paid,ios,4
35-44,27/01/2021,Ride paid,ios,4
35-44,05/02/2021,Ride paid,ios,4
35-44,08/02/2021,Ride paid,ios,4
35-44,09/02/2021,Ride paid,ios,4
35-44,15/02/2021,Ride paid,ios,4
35-44,23/02/2021,Ride paid,ios,4
35-44,06/03/2021,Ride paid,ios,4
35-44,12/03/2021,Ride paid,ios,4
35-44,14/03/2021,Ride paid,ios,4
35-44,29/03/2021,Ride paid,ios,4
35-44,31/03/2021,Ride paid,ios,4
35-44,01/04/2021,Ride paid,ios,4
35-44,06/04/2021,Ride paid,ios,4
35-44,13/04/2021,Ride paid,ios,4
35-44,21/04/2021,Ride paid,ios,4
35-44,23/04/2021,Ride paid,ios,4
35-44,21/05/2021,Ride paid,ios,4
35-44,25/05/2021,Ride paid,ios,4
35-44,03/06/2021,Ride paid,ios,4
35-44,12/06/2021,Ride paid,ios,4
35-44,14/06/2021,Ride paid,ios,4
35-44,17/06/2021,Ride paid,ios,4
35-44,19/06/2021,Ride paid,ios,4
35-44,24/06/2021,Ride paid,ios,4
35-44,30/06/2021,Ride paid,ios,4
35-44,02/07/2021,Ride paid,ios,4
35-44,04/07/2021,Ride paid,ios,4
35-44,07/07/2021,Ride paid,ios,4
35-44,10/07/2021,Ride paid,ios,4
35-44,14/07/2021,Ride paid,ios,4
35-44,15/07/2021,Ride paid,ios,4
35-44,22/07/2021,Ride paid,ios,4
35-44,27/07/2021,Ride paid,ios,4
35-44,06/08/2021,Ride paid,ios,4
35-44,10/08/2021,Ride paid,ios,4
35-44,12/08/2021,Ride paid,ios,4
35-44,13/08/2021,Ride paid,ios,4
35-44,16/08/2021,Ride paid,ios,4
35-44,21/08/2021,Ride paid,ios,4
35-44,22/08/2021,Ride paid,ios,4
35-44,27/08/2021,Ride paid,ios,4
35-44,29/08/2021,Ride paid,ios,4
35-44,30/08/2021,Ride paid,ios,4
35-44,31/08/2021,Ride paid,ios,4
35-44,02/09/2021,Ride paid,ios,4
35-44,04/09/2021,Ride paid,ios,4
35-44,10/09/2021,Ride paid,ios,4
35-44,18/09/2021,Ride paid,ios,4
35-44,20/09/2021,Ride paid,ios,4
35-44,26/09/2021,Ride paid,ios,4
35-44,27/09/2021,Ride paid,ios,4
35-44,04/10/2021,Ride paid,ios,4
35-44,05/10/2021,Ride paid,ios,4
35-44,09/10/2021,Ride paid,ios,4
35-44,11/10/2021,Ride paid,ios,4
35-44,18/10/2021,Ride paid,ios,4
35-44,24/10/2021,Ride paid,ios,4
35-44,25/10/2021,Ride paid,ios,4
35-44,01/11/2021,Ride paid,ios,4
35-44,03/11/2021,Ride paid,ios,4
35-44,04/11/2021,Ride paid,ios,4
35-44,17/11/2021,Ride paid,ios,4
35-44,30/11/2021,Ride paid,ios,4
35-44,03/12/2021,Ride paid,ios,4
35-44,06/12/2021,Ride paid,ios,4
35-44,17/12/2021,Ride paid,ios,4
35-44,23/12/2021,Ride paid,ios,4
35-44,29/12/2021,Ride paid,ios,4
35-44,30/12/2021,Ride paid,ios,4
35-44,31/12/2021,Ride paid,ios,4
35-44,03/01/2021,Ride paid,ios,5
35-44,11/01/2021,Ride paid,ios,5
35-44,15/01/2021,Ride paid,ios,5
35-44,20/01/2021,Ride paid,ios,5
35-44,25/01/2021,Ride paid,ios,5
35-44,04/02/2021,Ride paid,ios,5
35-44,06/02/2021,Ride paid,ios,5
35-44,25/02/2021,Ride paid,ios,5
35-44,20/03/2021,Ride paid,ios,5
35-44,25/03/2021,Ride paid,ios,5
35-44,09/04/2021,Ride paid,ios,5
35-44,12/04/2021,Ride paid,ios,5
35-44,16/04/2021,Ride paid,ios,5
35-44,24/04/2021,Ride paid,ios,5
35-44,03/05/2021,Ride paid,ios,5
35-44,19/05/2021,Ride paid,ios,5
35-44,04/06/2021,Ride paid,ios,5
35-44,06/06/2021,Ride paid,ios,5
35-44,11/06/2021,Ride paid,ios,5
35-44,13/06/2021,Ride paid,ios,5
35-44,20/06/2021,Ride paid,ios,5
35-44,25/06/2021,Ride paid,ios,5
35-44,26/06/2021,Ride paid,ios,5
35-44,18/07/2021,Ride paid,ios,5
35-44,31/07/2021,Ride paid,ios,5
35-44,15/08/2021,Ride paid,ios,5
35-44,05/09/2021,Ride paid,ios,5
35-44,06/09/2021,Ride paid,ios,5
35-44,13/09/2021,Ride paid,ios,5
35-44,25/09/2021,Ride paid,ios,5
35-44,28/09/2021,Ride paid,ios,5
35-44,12/10/2021,Ride paid,ios,5
35-44,29/10/2021,Ride paid,ios,5
35-44,09/11/2021,Ride paid,ios,5
35-44,15/11/2021,Ride paid,ios,5
35-44,26/11/2021,Ride paid,ios,5
35-44,27/11/2021,Ride paid,ios,5
35-44,28/11/2021,Ride paid,ios,5
35-44,02/12/2021,Ride paid,ios,5
35-44,22/12/2021,Ride paid,ios,5
35-44,25/12/2021,Ride paid,ios,5
35-44,01/01/2021,Ride paid,ios,6
35-44,11/02/2021,Ride paid,ios,6
35-44,16/02/2021,Ride paid,ios,6
35-44,03/03/2021,Ride paid,ios,6
35-44,01/05/2021,Ride paid,ios,6
35-44,21/06/2021,Ride paid,ios,6
35-44,21/07/2021,Ride paid,ios,6
35-44,03/08/2021,Ride paid,ios,6
35-44,09/08/2021,Ride paid,ios,6
35-44,09/09/2021,Ride paid,ios,6
35-44,08/10/2021,Ride paid,ios,6
35-44,28/10/2021,Ride paid,ios,6
35-44,16/11/2021,Ride paid,ios,6
35-44,23/11/2021,Ride paid,ios,6
35-44,14/12/2021,Ride paid,ios,6
35-44,08/01/2021,Ride paid,ios,7
35-44,22/02/2021,Ride paid,ios,7
35-44,10/03/2021,Ride paid,ios,7
35-44,25/04/2021,Ride paid,ios,7
35-44,16/05/2021,Ride paid,ios,7
35-44,17/08/2021,Ride paid,ios,7
35-44,29/09/2021,Ride paid,ios,7
35-44,10/10/2021,Ride paid,ios,7
35-44,07/11/2021,Ride paid,ios,7
35-44,20/11/2021,Ride paid,ios,7
35-44,25/11/2021,Ride paid,ios,7
35-44,21/12/2021,Ride paid,ios,7
35-44,15/04/2021,Ride paid,ios,8
35-44,30/05/2021,Ride paid,ios,8
35-44,23/07/2021,Ride paid,ios,8
35-44,21/01/2021,Ride requested,ios,1
35-44,03/02/2021,Ride requested,ios,1
35-44,26/02/2021,Ride requested,ios,1
35-44,01/03/2021,Ride requested,ios,1
35-44,19/03/2021,Ride requested,ios,1
35-44,17/07/2021,Ride requested,ios,1
35-44,17/09/2021,Ride requested,ios,1
35-44,30/09/2021,Ride requested,ios,1
35-44,12/11/2021,Ride requested,ios,1
35-44,14/04/2021,Ride requested,ios,2
35-44,29/04/2021,Ride requested,ios,2
35-44,02/05/2021,Ride requested,ios,2
35-44,27/06/2021,Ride requested,ios,2
35-44,20/07/2021,Ride requested,ios,2
35-44,28/07/2021,Ride requested,ios,2
35-44,02/10/2021,Ride requested,ios,2
35-44,20/10/2021,Ride requested,ios,2
35-44,21/11/2021,Ride requested,ios,2
35-44,09/12/2021,Ride requested,ios,2
35-44,10/01/2021,Ride requested,ios,3
35-44,14/01/2021,Ride requested,ios,3
35-44,22/01/2021,Ride requested,ios,3
35-44,26/01/2021,Ride requested,ios,3
35-44,28/01/2021,Ride requested,ios,3
35-44,02/02/2021,Ride requested,ios,3
35-44,13/02/2021,Ride requested,ios,3
35-44,14/02/2021,Ride requested,ios,3
35-44,17/02/2021,Ride requested,ios,3
35-44,20/02/2021,Ride requested,ios,3
35-44,27/02/2021,Ride requested,ios,3
35-44,28/02/2021,Ride requested,ios,3
35-44,05/03/2021,Ride requested,ios,3
35-44,07/03/2021,Ride requested,ios,3
35-44,21/03/2021,Ride requested,ios,3
35-44,22/03/2021,Ride requested,ios,3
35-44,23/03/2021,Ride requested,ios,3
35-44,24/03/2021,Ride requested,ios,3
35-44,04/04/2021,Ride requested,ios,3
35-44,17/04/2021,Ride requested,ios,3
35-44,30/04/2021,Ride requested,ios,3
35-44,27/05/2021,Ride requested,ios,3
35-44,15/06/2021,Ride requested,ios,3
35-44,01/07/2021,Ride requested,ios,3
35-44,16/07/2021,Ride requested,ios,3
35-44,25/07/2021,Ride requested,ios,3
35-44,29/07/2021,Ride requested,ios,3
35-44,20/08/2021,Ride requested,ios,3
35-44,26/08/2021,Ride requested,ios,3
35-44,14/09/2021,Ride requested,ios,3
35-44,17/10/2021,Ride requested,ios,3
35-44,21/10/2021,Ride requested,ios,3
35-44,22/10/2021,Ride requested,ios,3
35-44,26/10/2021,Ride requested,ios,3
35-44,02/11/2021,Ride requested,ios,3
35-44,06/11/2021,Ride requested,ios,3
35-44,11/11/2021,Ride requested,ios,3
35-44,18/11/2021,Ride requested,ios,3
35-44,08/12/2021,Ride requested,ios,3
35-44,10/12/2021,Ride requested,ios,3
35-44,18/12/2021,Ride requested,ios,3
35-44,20/12/2021,Ride requested,ios,3
35-44,09/01/2021,Ride requested,ios,4
35-44,23/01/2021,Ride requested,ios,4
35-44,24/01/2021,Ride requested,ios,4
35-44,29/01/2021,Ride requested,ios,4
35-44,30/01/2021,Ride requested,ios,4
35-44,10/02/2021,Ride requested,ios,4
35-44,18/02/2021,Ride requested,ios,4
35-44,04/03/2021,Ride requested,ios,4
35-44,15/03/2021,Ride requested,ios,4
35-44,26/04/2021,Ride requested,ios,4
35-44,04/05/2021,Ride requested,ios,4
35-44,05/05/2021,Ride requested,ios,4
35-44,13/05/2021,Ride requested,ios,4
35-44,14/05/2021,Ride requested,ios,4
35-44,15/05/2021,Ride requested,ios,4
35-44,20/05/2021,Ride requested,ios,4
35-44,05/06/2021,Ride requested,ios,4
35-44,08/06/2021,Ride requested,ios,4
35-44,22/06/2021,Ride requested,ios,4
35-44,12/07/2021,Ride requested,ios,4
35-44,24/07/2021,Ride requested,ios,4
35-44,18/08/2021,Ride requested,ios,4
35-44,19/08/2021,Ride requested,ios,4
35-44,07/09/2021,Ride requested,ios,4
35-44,10/09/2021,Ride requested,ios,4
35-44,12/09/2021,Ride requested,ios,4
35-44,18/09/2021,Ride requested,ios,4
35-44,19/09/2021,Ride requested,ios,4
35-44,23/09/2021,Ride requested,ios,4
35-44,01/10/2021,Ride requested,ios,4
35-44,03/10/2021,Ride requested,ios,4
35-44,06/10/2021,Ride requested,ios,4
35-44,07/10/2021,Ride requested,ios,4
35-44,15/10/2021,Ride requested,ios,4
35-44,03/11/2021,Ride requested,ios,4
35-44,19/11/2021,Ride requested,ios,4
35-44,01/12/2021,Ride requested,ios,4
35-44,13/12/2021,Ride requested,ios,4
35-44,16/12/2021,Ride requested,ios,4
35-44,05/01/2021,Ride requested,ios,5
35-44,16/01/2021,Ride requested,ios,5
35-44,17/01/2021,Ride requested,ios,5
35-44,18/01/2021,Ride requested,ios,5
35-44,19/01/2021,Ride requested,ios,5
35-44,09/02/2021,Ride requested,ios,5
35-44,19/02/2021,Ride requested,ios,5
35-44,09/03/2021,Ride requested,ios,5
35-44,11/03/2021,Ride requested,ios,5
35-44,12/03/2021,Ride requested,ios,5
35-44,16/03/2021,Ride requested,ios,5
35-44,18/03/2021,Ride requested,ios,5
35-44,28/03/2021,Ride requested,ios,5
35-44,29/03/2021,Ride requested,ios,5
35-44,30/03/2021,Ride requested,ios,5
35-44,02/04/2021,Ride requested,ios,5
35-44,08/04/2021,Ride requested,ios,5
35-44,18/04/2021,Ride requested,ios,5
35-44,27/04/2021,Ride requested,ios,5
35-44,28/04/2021,Ride requested,ios,5
35-44,03/05/2021,Ride requested,ios,5
35-44,08/05/2021,Ride requested,ios,5
35-44,09/05/2021,Ride requested,ios,5
35-44,12/05/2021,Ride requested,ios,5
35-44,17/05/2021,Ride requested,ios,5
35-44,18/05/2021,Ride requested,ios,5
35-44,22/05/2021,Ride requested,ios,5
35-44,23/05/2021,Ride requested,ios,5
35-44,24/05/2021,Ride requested,ios,5
35-44,28/05/2021,Ride requested,ios,5
35-44,12/06/2021,Ride requested,ios,5
35-44,18/06/2021,Ride requested,ios,5
35-44,28/06/2021,Ride requested,ios,5
35-44,29/06/2021,Ride requested,ios,5
35-44,06/07/2021,Ride requested,ios,5
35-44,13/07/2021,Ride requested,ios,5
35-44,14/07/2021,Ride requested,ios,5
35-44,19/07/2021,Ride requested,ios,5
35-44,26/07/2021,Ride requested,ios,5
35-44,08/08/2021,Ride requested,ios,5
35-44,11/08/2021,Ride requested,ios,5
35-44,13/08/2021,Ride requested,ios,5
35-44,23/08/2021,Ride requested,ios,5
35-44,24/08/2021,Ride requested,ios,5
35-44,31/08/2021,Ride requested,ios,5
35-44,01/09/2021,Ride requested,ios,5
35-44,02/09/2021,Ride requested,ios,5
35-44,22/09/2021,Ride requested,ios,5
35-44,04/10/2021,Ride requested,ios,5
35-44,18/10/2021,Ride requested,ios,5
35-44,23/10/2021,Ride requested,ios,5
35-44,24/10/2021,Ride requested,ios,5
35-44,05/11/2021,Ride requested,ios,5
35-44,08/11/2021,Ride requested,ios,5
35-44,14/11/2021,Ride requested,ios,5
35-44,24/11/2021,Ride requested,ios,5
35-44,29/11/2021,Ride requested,ios,5
35-44,05/12/2021,Ride requested,ios,5
35-44,07/12/2021,Ride requested,ios,5
35-44,12/12/2021,Ride requested,ios,5
35-44,19/12/2021,Ride requested,ios,5
35-44,23/12/2021,Ride requested,ios,5
35-44,24/12/2021,Ride requested,ios,5
35-44,30/12/2021,Ride requested,ios,5
35-44,31/12/2021,Ride requested,ios,5
35-44,02/01/2021,Ride requested,ios,6
35-44,27/01/2021,Ride requested,ios,6
35-44,04/02/2021,Ride requested,ios,6
35-44,15/02/2021,Ride requested,ios,6
35-44,17/03/2021,Ride requested,ios,6
35-44,26/03/2021,Ride requested,ios,6
35-44,31/03/2021,Ride requested,ios,6
35-44,01/04/2021,Ride requested,ios,6
35-44,05/04/2021,Ride requested,ios,6
35-44,10/04/2021,Ride requested,ios,6
35-44,13/04/2021,Ride requested,ios,6
35-44,16/04/2021,Ride requested,ios,6
35-44,19/04/2021,Ride requested,ios,6
35-44,20/04/2021,Ride requested,ios,6
35-44,22/04/2021,Ride requested,ios,6
35-44,07/05/2021,Ride requested,ios,6
35-44,03/06/2021,Ride requested,ios,6
35-44,04/06/2021,Ride requested,ios,6
35-44,16/06/2021,Ride requested,ios,6
35-44,17/06/2021,Ride requested,ios,6
35-44,03/07/2021,Ride requested,ios,6
35-44,05/07/2021,Ride requested,ios,6
35-44,08/07/2021,Ride requested,ios,6
35-44,09/07/2021,Ride requested,ios,6
35-44,11/07/2021,Ride requested,ios,6
35-44,15/07/2021,Ride requested,ios,6
35-44,01/08/2021,Ride requested,ios,6
35-44,04/08/2021,Ride requested,ios,6
35-44,21/08/2021,Ride requested,ios,6
35-44,25/08/2021,Ride requested,ios,6
35-44,08/09/2021,Ride requested,ios,6
35-44,11/09/2021,Ride requested,ios,6
35-44,13/09/2021,Ride requested,ios,6
35-44,16/09/2021,Ride requested,ios,6
35-44,24/09/2021,Ride requested,ios,6
35-44,27/09/2021,Ride requested,ios,6
35-44,28/09/2021,Ride requested,ios,6
35-44,05/10/2021,Ride requested,ios,6
35-44,08/10/2021,Ride requested,ios,6
35-44,09/10/2021,Ride requested,ios,6
35-44,13/10/2021,Ride requested,ios,6
35-44,27/10/2021,Ride requested,ios,6
35-44,29/10/2021,Ride requested,ios,6
35-44,30/10/2021,Ride requested,ios,6
35-44,13/11/2021,Ride requested,ios,6
35-44,17/11/2021,Ride requested,ios,6
35-44,22/11/2021,Ride requested,ios,6
35-44,04/12/2021,Ride requested,ios,6
35-44,06/12/2021,Ride requested,ios,6
35-44,15/12/2021,Ride requested,ios,6
35-44,26/12/2021,Ride requested,ios,6
35-44,27/12/2021,Ride requested,ios,6
35-44,28/12/2021,Ride requested,ios,6
35-44,03/01/2021,Ride requested,ios,7
35-44,06/01/2021,Ride requested,ios,7
35-44,11/01/2021,Ride requested,ios,7
35-44,25/01/2021,Ride requested,ios,7
35-44,31/01/2021,Ride requested,ios,7
35-44,05/02/2021,Ride requested,ios,7
35-44,08/02/2021,Ride requested,ios,7
35-44,12/02/2021,Ride requested,ios,7
35-44,21/02/2021,Ride requested,ios,7
35-44,23/02/2021,Ride requested,ios,7
35-44,24/02/2021,Ride requested,ios,7
35-44,25/02/2021,Ride requested,ios,7
35-44,02/03/2021,Ride requested,ios,7
35-44,03/03/2021,Ride requested,ios,7
35-44,13/03/2021,Ride requested,ios,7
35-44,11/04/2021,Ride requested,ios,7
35-44,21/04/2021,Ride requested,ios,7
35-44,23/04/2021,Ride requested,ios,7
35-44,24/04/2021,Ride requested,ios,7
35-44,10/05/2021,Ride requested,ios,7
35-44,11/05/2021,Ride requested,ios,7
35-44,19/05/2021,Ride requested,ios,7
35-44,25/05/2021,Ride requested,ios,7
35-44,26/05/2021,Ride requested,ios,7
35-44,31/05/2021,Ride requested,ios,7
35-44,09/06/2021,Ride requested,ios,7
35-44,11/06/2021,Ride requested,ios,7
35-44,19/06/2021,Ride requested,ios,7
35-44,21/06/2021,Ride requested,ios,7
35-44,23/06/2021,Ride requested,ios,7
35-44,24/06/2021,Ride requested,ios,7
35-44,25/06/2021,Ride requested,ios,7
35-44,30/06/2021,Ride requested,ios,7
35-44,02/07/2021,Ride requested,ios,7
35-44,04/07/2021,Ride requested,ios,7
35-44,27/07/2021,Ride requested,ios,7
35-44,30/07/2021,Ride requested,ios,7
35-44,05/08/2021,Ride requested,ios,7
35-44,07/08/2021,Ride requested,ios,7
35-44,12/08/2021,Ride requested,ios,7
35-44,14/08/2021,Ride requested,ios,7
35-44,22/08/2021,Ride requested,ios,7
35-44,30/08/2021,Ride requested,ios,7
35-44,06/09/2021,Ride requested,ios,7
35-44,12/10/2021,Ride requested,ios,7
35-44,16/10/2021,Ride requested,ios,7
35-44,19/10/2021,Ride requested,ios,7
35-44,09/11/2021,Ride requested,ios,7
35-44,10/11/2021,Ride requested,ios,7
35-44,23/11/2021,Ride requested,ios,7
35-44,25/12/2021,Ride requested,ios,7
35-44,01/01/2021,Ride requested,ios,8
35-44,12/01/2021,Ride requested,ios,8
35-44,15/01/2021,Ride requested,ios,8
35-44,06/03/2021,Ride requested,ios,8
